Field,Timestamp,Value,Reason
SNEWS Beat Slow rate_P1,2024-02-20 12:25:00,1.1572700000000002e-05,Sharp Change
SNEWS Beat Slow rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 01:36:30,51.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 06:20:00,0.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 08:11:15,51.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 09:26:00,0.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 09:31:30,51.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 12:19:00,0.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 12:21:15,51.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 12:21:30,0.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 12:24:45,51.0,Sharp Change
Data Driven Sun avg length_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 01:51:15,26855.7,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 01:51:30,0.0,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 03:42:45,29704.38,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 03:43:00,35364.23333333333,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 03:43:30,24007.046666666665,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 03:43:45,17366.68,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 04:57:30,0.0,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 05:03:00,8744.47,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 08:32:45,0.0,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 08:47:45,16295.6,Sharp Change
Data Driven Fast Monopole avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
SN triggering delay_P1,2024-02-19 15:50:00,57033.61333333333,Sharp Change
SN triggering delay_P1,2024-02-20 01:13:30,55795.8,Sharp Change
SN triggering delay_P1,2024-02-20 01:52:15,0.0,Sharp Change
SN triggering delay_P1,2024-02-20 03:49:45,34163.36,Sharp Change
SN triggering delay_P1,2024-02-20 04:59:00,0.0,Sharp Change
SN triggering delay_P1,2024-02-20 05:04:30,35122.5,Sharp Change
SN triggering delay_P1,2024-02-20 05:18:00,56784.16666666666,Sharp Change
SN triggering delay_P1,2024-02-20 06:50:00,54811.333333333336,Sharp Change
SN triggering delay_P1,2024-02-20 06:55:00,54800.833333333336,Sharp Change
SN triggering delay_P1,2024-02-20 07:40:00,57263.31333333333,Sharp Change
SN triggering delay_P1,2024-02-20 08:34:30,0.0,Sharp Change
SN triggering delay_P1,2024-02-20 08:49:45,63023.2,Sharp Change
SN triggering delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Fast Monopole Neural Network avg decision_P1,2024-02-20 09:35:30,12906.1,Sharp Change
Data Driven Fast Monopole Neural Network avg decision_P1,2024-02-20 10:29:00,14983.726666666666,Sharp Change
Data Driven Fast Monopole Neural Network avg decision_P1,2024-02-20 12:25:15,0.0,Sharp Change
SN message rate_P1,2024-02-19 15:27:45,204.264,Sharp Change
SN message rate_P1,2024-02-20 01:52:30,96.63094,Sharp Change
SN message rate_P1,2024-02-20 01:52:45,9.840026599999998,Sharp Change
SN message rate_P1,2024-02-20 03:44:15,74.14682,Sharp Change
SN message rate_P1,2024-02-20 03:44:30,164.689,Sharp Change
SN message rate_P1,2024-02-20 03:44:45,246.4754,Sharp Change
SN message rate_P1,2024-02-20 03:45:15,134.05826,Sharp Change
SN message rate_P1,2024-02-20 03:45:30,63.83304,Sharp Change
SN message rate_P1,2024-02-20 03:48:45,189.0136666666667,Sharp Change
SN message rate_P1,2024-02-20 04:59:00,0.0,Sharp Change
SN message rate_P1,2024-02-20 05:04:30,200.067,Sharp Change
SN message rate_P1,2024-02-20 08:04:00,149.667,Sharp Change
SN message rate_P1,2024-02-20 08:05:00,143.6002333333333,Sharp Change
SN message rate_P1,2024-02-20 08:06:00,189.467,Sharp Change
SN message rate_P1,2024-02-20 08:07:45,148.39659999999998,Sharp Change
SN message rate_P1,2024-02-20 08:32:00,123.29334,Sharp Change
SN message rate_P1,2024-02-20 08:32:45,202.81806666666665,Sharp Change
SN message rate_P1,2024-02-20 08:34:15,66.9333,Sharp Change
SN message rate_P1,2024-02-20 08:34:30,0.0,Sharp Change
SN message rate_P1,2024-02-20 08:49:00,135.576,Sharp Change
SN message rate_P1,2024-02-20 08:49:15,193.18446666666665,Sharp Change
SN message rate_P1,2024-02-20 08:52:00,153.61299999999997,Sharp Change
SN message rate_P1,2024-02-20 08:54:00,138.067,Sharp Change
SN message rate_P1,2024-02-20 08:55:30,246.8496,Sharp Change
SN message rate_P1,2024-02-20 08:58:15,115.04891333333332,Sharp Change
SN message rate_P1,2024-02-20 08:59:00,231.21286666666668,Sharp Change
SN message rate_P1,2024-02-20 09:00:15,93.07996,Sharp Change
SN message rate_P1,2024-02-20 09:00:30,205.1064,Sharp Change
SN message rate_P1,2024-02-20 09:01:15,224.983,Sharp Change
SN message rate_P1,2024-02-20 09:04:30,150.21560000000002,Sharp Change
SN message rate_P1,2024-02-20 09:05:30,205.1683333333333,Sharp Change
SN message rate_P1,2024-02-20 09:06:15,58.11996,Sharp Change
SN message rate_P1,2024-02-20 09:06:30,166.6798,Sharp Change
SN message rate_P1,2024-02-20 09:08:15,83.98664000000001,Sharp Change
SN message rate_P1,2024-02-20 09:08:45,179.3072,Sharp Change
SN message rate_P1,2024-02-20 09:09:00,114.72,Sharp Change
SN message rate_P1,2024-02-20 09:09:15,181.44,Sharp Change
SN message rate_P1,2024-02-20 09:11:15,146.84466666666668,Sharp Change
SN message rate_P1,2024-02-20 09:14:00,189.125,Sharp Change
SN message rate_P1,2024-02-20 09:17:15,167.5778,Sharp Change
SN message rate_P1,2024-02-20 09:18:45,160.6932,Sharp Change
SN message rate_P1,2024-02-20 09:19:30,185.32446666666664,Sharp Change
SN message rate_P1,2024-02-20 09:22:00,114.5868,Sharp Change
SN message rate_P1,2024-02-20 09:22:15,164.76020000000003,Sharp Change
SN message rate_P1,2024-02-20 09:23:00,180.17766666666665,Sharp Change
SN message rate_P1,2024-02-20 09:25:15,85.2267,Sharp Change
SN message rate_P1,2024-02-20 09:25:45,164.7742,Sharp Change
SN message rate_P1,2024-02-20 09:27:00,130.985,Sharp Change
SN message rate_P1,2024-02-20 09:27:30,211.90246666666664,Sharp Change
SN message rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
SN datablock process rate_P1,2024-02-19 12:50:15,2.3984,Sharp Change
SN datablock process rate_P1,2024-02-19 14:09:30,2.199989466666666,Sharp Change
SN datablock process rate_P1,2024-02-20 00:17:15,2.247439333333333,Sharp Change
SN datablock process rate_P1,2024-02-20 00:40:30,2.06667,Sharp Change
SN datablock process rate_P1,2024-02-20 03:49:30,2.133191999999999,Sharp Change
SN datablock process rate_P1,2024-02-20 05:18:15,2.433940866666666,Sharp Change
SN datablock process rate_P1,2024-02-20 07:36:45,2.331779999999999,Sharp Change
SN datablock process rate_P1,2024-02-20 07:40:15,2.355558666666666,Sharp Change
SN datablock process rate_P1,2024-02-20 07:40:30,0.478518288888889,Sharp Change
SN datablock process rate_P1,2024-02-20 09:06:00,2.239997066666666,Sharp Change
SN datablock process rate_P1,2024-02-20 09:06:15,0.3866663999999999,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 01:51:00,0.0,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 03:42:15,1.0,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 03:43:30,1.2,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 03:43:45,1.733333333333333,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 03:44:00,1.0,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 03:45:45,1.266666666666666,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 03:46:00,1.666666666666666,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 03:46:15,1.0,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 04:57:00,0.0,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 05:02:30,1.0,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 08:32:15,0.0,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 08:47:00,1.0,Sharp Change
Data Driven Contained Vertex avg length_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:02:30,13.425926666666664,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:02:45,16.576306666666667,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:03:15,13.191786666666667,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:03:45,16.123726666666666,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:04:15,13.199413333333332,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:05:15,13.319766666666665,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:06:15,13.573333333333332,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:07:00,17.3333,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:07:15,13.840393333333331,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:08:15,13.627093333333333,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:09:15,13.89216,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:10:00,5.06343,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-19 13:10:15,1.066669999999999,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 09:44:30,13.073586666666666,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 09:45:15,12.851639999999998,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 09:47:00,13.381457333333335,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 09:47:15,9.523729333333334,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 09:47:30,13.558706666666668,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 09:49:30,5.86667,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 09:50:00,1.188666866666666,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 09:50:15,3.742171999999999,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 09:50:30,0.999340446666666,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 11:22:30,12.3251,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 11:30:30,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 12:14:30,14.190500000000002,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Supernova Cross-trigger rate_P1,2024-02-20 01:32:00,0.000115417999999,Sharp Change
Supernova Cross-trigger rate_P1,2024-02-20 01:32:15,0.0,Sharp Change
Supernova Cross-trigger rate_P1,2024-02-20 12:25:00,0.000229727999999,Sharp Change
Supernova Cross-trigger rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Spill Trigger Std Delay_P1,2024-02-20 01:51:45,2427.6374,Sharp Change
Spill Trigger Std Delay_P1,2024-02-20 01:52:00,481.5306,Sharp Change
Spill Trigger Std Delay_P1,2024-02-20 08:32:15,1504.609873333333,Sharp Change
Spill Trigger Std Delay_P1,2024-02-20 08:32:30,4089.451626666666,Sharp Change
Spill Trigger Std Delay_P1,2024-02-20 08:32:45,84.08130666666666,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-19 13:02:30,11846.139999999998,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-19 13:10:00,14330.959999999995,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-19 13:10:30,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 09:44:30,11204.573333333334,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 09:50:00,40087.51333333333,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 09:50:15,46289.76,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 09:50:30,55659.30666666666,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 09:50:45,63027.6,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 09:51:00,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 11:22:30,8876.7,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 11:30:30,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 12:14:30,8388.31,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg decision_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 01:50:45,20075.0,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 01:51:00,0.0,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 03:42:15,34656.020000000004,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 03:42:30,41222.8,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 03:42:45,34217.70666666667,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 03:43:00,21693.506666666664,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 03:43:45,11656.766666666666,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 04:57:00,0.0,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 05:02:30,10420.7,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 08:32:15,0.0,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 08:47:00,14926.6,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 08:53:15,16958.566666666666,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 09:03:30,10165.893333333332,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 09:04:15,15650.58,Sharp Change
Data Driven Contained Vertex avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 01:51:00,15983.78,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 01:51:15,23276.099999999995,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 01:51:30,0.0,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 03:42:45,31240.4,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 03:43:00,39082.86666666667,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 03:43:30,24967.88,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 03:44:00,15594.639999999998,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 03:44:15,10420.213333333331,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 04:57:30,0.0,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 05:03:00,9734.57,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 08:32:45,0.0,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 08:47:30,14550.2,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 08:59:00,11519.48,Sharp Change
Data Driven Neutron-Antineutron avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Spill Trigger Max Delay_P1,2024-02-20 01:52:00,2521.7076,Sharp Change
Spill Trigger Max Delay_P1,2024-02-20 01:52:15,7279.252000000001,Sharp Change
Spill Trigger Max Delay_P1,2024-02-20 01:52:30,1734.7,Sharp Change
Spill Trigger Max Delay_P1,2024-02-20 08:32:45,4901.002666666666,Sharp Change
Spill Trigger Max Delay_P1,2024-02-20 08:33:00,11910.777333333332,Sharp Change
Spill Trigger Max Delay_P1,2024-02-20 08:33:15,650.9332666666668,Sharp Change
Data Driven Fast Monopole Neural Network avg delay_P1,2024-02-20 09:35:30,12905.7,Sharp Change
Data Driven Fast Monopole Neural Network avg delay_P1,2024-02-20 10:29:00,14983.4,Sharp Change
Data Driven Fast Monopole Neural Network avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
NuMI Beam Spill Trigger rate_P1,2024-02-19 14:04:30,0.732845,Sharp Change
NuMI Beam Spill Trigger rate_P1,2024-02-20 12:25:00,0.266489,Sharp Change
LIGO Trigger rate_P1,2024-02-20 12:25:00,4.2825300000000005e-05,Sharp Change
LIGO Trigger rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Energy avg length_P1,2024-02-19 14:02:00,35.0,Sharp Change
Data Driven Energy avg length_P1,2024-02-20 05:29:15,353.53333333333336,Sharp Change
Data Driven Energy avg length_P1,2024-02-20 05:29:30,11.533333333333331,Sharp Change
Data Driven Slow Monople rate_P1,2024-02-20 04:57:00,0.0,Sharp Change
Data Driven Slow Monople rate_P1,2024-02-20 05:02:30,2.73333,Sharp Change
Data Driven Slow Monople rate_P1,2024-02-20 08:32:15,0.0,Sharp Change
Data Driven Slow Monople rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Michel rate_P1,2024-02-20 10:04:15,5.959547999999999,Sharp Change
Data Driven Michel rate_P1,2024-02-20 11:03:15,8.6,Sharp Change
Data Driven Michel rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Energy rate_P1,2024-02-20 04:57:30,0.0,Sharp Change
Data Driven Energy rate_P1,2024-02-20 05:03:00,4.86667,Sharp Change
Data Driven Energy rate_P1,2024-02-20 08:32:45,0.0,Sharp Change
Data Driven Energy rate_P1,2024-02-20 08:47:30,3.5976,Sharp Change
Data Driven Energy rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 01:53:00,0.0,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 03:44:15,30225.22,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 03:45:00,23937.88666666667,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 03:45:30,11107.56,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 04:59:00,0.0,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 05:04:30,8951.96,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 08:32:00,17086.879999999997,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 08:34:15,0.0,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 08:49:00,12645.0,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 09:00:30,9869.824,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 09:06:15,18600.64,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 09:06:30,11793.54,Sharp Change
Data Driven Slow Monople avg decision_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 18:52:45,8970.31,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:11:15,8795.206,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:15:15,10986.95,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:15:45,6095.746,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:22:45,11934.253333333332,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:26:15,13814.826666666666,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:26:45,5585.069999999999,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:29:15,15163.15,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:29:30,7882.7,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:29:45,10944.483333333334,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:30:00,7009.0633333333335,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:35:15,8044.494666666667,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:35:30,16915.79333333333,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:36:00,10840.233333333334,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:36:45,5507.542,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:38:00,11099.899999999998,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:38:30,6966.881333333335,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:39:15,2698.4780000000005,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:40:00,6507.426,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:41:30,12324.92,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:41:45,8851.160000000002,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:43:00,7846.736666666666,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:45:30,13405.396666666667,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:46:00,16992.1,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:46:15,9066.140888888887,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:49:15,9685.582666666667,Sharp Change
Data Driven Moon avg decision_P1,2024-02-19 19:52:00,0.0,Sharp Change
Data Driven Moon avg decision_P1,2024-02-20 05:05:30,8043.917333333334,Sharp Change
Data Driven Moon avg decision_P1,2024-02-20 12:25:15,0.0,Sharp Change
Overall Trigger Rate_P1,2024-02-19 22:21:00,575.21308,Sharp Change
Overall Trigger Rate_P1,2024-02-19 22:21:15,135.32362000000003,Sharp Change
Overall Trigger Rate_P1,2024-02-19 22:21:30,56.37727333333334,Sharp Change
Overall Trigger Rate_P1,2024-02-20 04:57:30,0.0,Sharp Change
Overall Trigger Rate_P1,2024-02-20 05:03:00,57.1619,Sharp Change
Overall Trigger Rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Spill Trigger Avg Delay_P1,2024-02-20 01:52:15,2634.8456,Sharp Change
Spill Trigger Avg Delay_P1,2024-02-20 01:52:30,835.9346000000002,Sharp Change
Spill Trigger Avg Delay_P1,2024-02-20 08:32:45,2132.6506666666664,Sharp Change
Spill Trigger Avg Delay_P1,2024-02-20 08:33:00,4346.1908,Sharp Change
Spill Trigger Avg Delay_P1,2024-02-20 08:33:15,518.6228666666667,Sharp Change
Data Driven Neutron-Antineutron avg length_P1,2024-02-20 03:44:15,2.6,Sharp Change
Data Driven Neutron-Antineutron avg length_P1,2024-02-20 04:59:00,0.0,Sharp Change
Data Driven Neutron-Antineutron avg length_P1,2024-02-20 08:34:15,0.0,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 01:51:00,0.0,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 03:42:15,30223.66,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 03:43:00,23934.59333333333,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 03:43:30,11107.1,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 04:57:00,0.0,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 05:02:30,8950.35,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 08:30:00,17086.399999999998,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 08:32:15,0.0,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 08:47:00,12644.0,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 08:58:30,9850.527999999998,Sharp Change
Data Driven Slow Monople avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Sun rate_P1,2024-02-20 01:36:30,6.12925,Sharp Change
Data Driven Sun rate_P1,2024-02-20 02:33:15,7.937508666666667,Sharp Change
Data Driven Sun rate_P1,2024-02-20 04:37:30,7.071075333333334,Sharp Change
Data Driven Sun rate_P1,2024-02-20 04:58:45,7.8,Sharp Change
Data Driven Sun rate_P1,2024-02-20 05:44:00,7.044656666666667,Sharp Change
Data Driven Sun rate_P1,2024-02-20 06:19:30,2.9466222,Sharp Change
Data Driven Sun rate_P1,2024-02-20 06:19:45,0.333111,Sharp Change
Data Driven Sun rate_P1,2024-02-20 08:11:15,3.198558,Sharp Change
Data Driven Sun rate_P1,2024-02-20 08:11:30,6.7976,Sharp Change
Data Driven Sun rate_P1,2024-02-20 08:11:45,10.095733333333332,Sharp Change
Data Driven Sun rate_P1,2024-02-20 08:12:15,8.199334,Sharp Change
Data Driven Sun rate_P1,2024-02-20 08:12:30,5.29067,Sharp Change
Data Driven Sun rate_P1,2024-02-20 08:15:45,7.665307333333334,Sharp Change
Data Driven Sun rate_P1,2024-02-20 09:26:00,0.0,Sharp Change
Data Driven Sun rate_P1,2024-02-20 09:31:30,5.0,Sharp Change
Data Driven Sun rate_P1,2024-02-20 09:39:15,3.475309333333333,Sharp Change
Data Driven Fast Monopole Neural Network avg length_P1,2024-02-20 12:25:15,0.0,Sharp Change
SN message delay_P1,2024-02-20 01:51:30,14428.0,Sharp Change
SN message delay_P1,2024-02-20 01:51:45,24666.220000000005,Sharp Change
SN message delay_P1,2024-02-20 01:52:00,31057.5,Sharp Change
SN message delay_P1,2024-02-20 01:52:15,0.0,Sharp Change
SN message delay_P1,2024-02-20 03:43:00,21477.533333333333,Sharp Change
SN message delay_P1,2024-02-20 03:43:15,27633.52,Sharp Change
SN message delay_P1,2024-02-20 03:43:30,35641.433333333334,Sharp Change
SN message delay_P1,2024-02-20 03:43:45,40814.12666666666,Sharp Change
SN message delay_P1,2024-02-20 03:44:00,36505.206666666665,Sharp Change
SN message delay_P1,2024-02-20 03:44:15,23980.52,Sharp Change
SN message delay_P1,2024-02-20 03:44:30,13475.500000000002,Sharp Change
SN message delay_P1,2024-02-20 04:58:00,0.0,Sharp Change
SN message delay_P1,2024-02-20 05:03:30,9321.03,Sharp Change
SN message delay_P1,2024-02-20 08:31:30,8973.162,Sharp Change
SN message delay_P1,2024-02-20 08:33:30,0.0,Sharp Change
SN message delay_P1,2024-02-20 08:48:00,13730.9,Sharp Change
SN message delay_P1,2024-02-20 08:59:30,10598.079999999998,Sharp Change
SN message delay_P1,2024-02-20 09:04:15,16318.933333333332,Sharp Change
SN message delay_P1,2024-02-20 09:04:30,11106.420000000002,Sharp Change
SN message delay_P1,2024-02-20 09:05:15,14995.22,Sharp Change
SN message delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 01:36:30,8697.69,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 06:19:30,16231.62,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 06:19:45,24938.900000000005,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 06:20:00,0.0,Sharp Change
