Field,Timestamp,Value,Reason
Data Driven Fast Monopole Neural Network Variant 2 avg delay_P1,2024-02-20 09:51:00,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg delay_P1,2024-02-20 11:22:30,8876.81,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg delay_P1,2024-02-20 11:30:30,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg delay_P1,2024-02-20 12:14:30,8388.81,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Moon rate_P1,2024-02-20 05:05:30,5.822786666666667,Sharp Change
Data Driven Moon rate_P1,2024-02-20 05:12:00,6.3970666666666665,Sharp Change
Data Driven Moon rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Moon avg length_P1,2024-02-19 19:52:00,0.0,Sharp Change
Data Driven Moon avg length_P1,2024-02-20 05:05:30,52.0,Sharp Change
Data Driven Moon avg length_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Numu rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
SNEWS Trigger Avg Delay_P1,2024-02-19 22:20:30,130090.40813333332,Sharp Change
SNEWS Trigger Avg Delay_P1,2024-02-19 22:20:45,150098.0,Sharp Change
SNEWS Trigger Avg Delay_P1,2024-02-19 22:21:00,10043.838666666668,Sharp Change
SNEWS Trigger Avg Delay_P1,2024-02-20 03:42:30,19062.382666666665,Sharp Change
SNEWS Trigger Avg Delay_P1,2024-02-20 03:42:45,67.748,Sharp Change
Data Driven Fast Monopole Neural Network rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Supernova avg length_P1,2024-02-20 12:25:00,10008888.0,Sharp Change
Data Driven Supernova avg length_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Numu avg delay_P1,2024-02-20 11:27:30,9361.83,Sharp Change
Data Driven Numu avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-19 15:27:45,11.859893333333334,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 01:52:30,3.7066108,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 03:48:45,8.938184000000001,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 04:59:00,0.0,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 05:04:30,11.466699999999998,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 08:34:15,0.0,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 08:49:00,5.86276,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 08:55:15,4.714074666666666,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 09:00:30,10.49192,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 09:05:15,4.737004666666666,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 09:06:15,3.25195,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 09:25:15,4.490951999999999,Sharp Change
Data Driven Contained Vertex rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Upmu rate_P1,2024-02-20 03:42:30,4.753806666666666,Sharp Change
Data Driven Upmu rate_P1,2024-02-20 04:54:30,2.762742666666666,Sharp Change
Data Driven Upmu rate_P1,2024-02-20 04:57:00,0.0,Sharp Change
Data Driven Upmu rate_P1,2024-02-20 05:02:30,3.6,Sharp Change
Data Driven Upmu rate_P1,2024-02-20 08:32:15,0.0,Sharp Change
Data Driven Upmu rate_P1,2024-02-20 08:47:00,2.53333,Sharp Change
Data Driven Upmu rate_P1,2024-02-20 08:53:30,5.676978,Sharp Change
Data Driven Upmu rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Michel avg delay_P1,2024-02-20 10:04:45,0.0,Sharp Change
Data Driven Michel avg delay_P1,2024-02-20 11:03:15,18595.6,Sharp Change
Data Driven Michel avg delay_P1,2024-02-20 11:03:30,15713.2,Sharp Change
Data Driven Michel avg delay_P1,2024-02-20 11:03:45,12374.833333333336,Sharp Change
Data Driven Michel avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 01:51:00,19938.5,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 01:51:15,0.0,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 03:42:30,23534.76,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 03:42:45,30903.033333333333,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 03:43:15,23630.04666666667,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 03:43:30,15620.34,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 04:57:15,0.0,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 05:02:45,8794.34,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 08:32:30,0.0,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 08:47:15,14412.8,Sharp Change
Data Driven Upmu avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-19 17:23:15,1.933333333333333,Sharp Change
Data Driven Upmu avg length_P1,2024-02-19 17:23:30,1.066666666666666,Sharp Change
Data Driven Upmu avg length_P1,2024-02-19 17:28:00,1.733333333333333,Sharp Change
Data Driven Upmu avg length_P1,2024-02-19 17:28:15,1.2,Sharp Change
Data Driven Upmu avg length_P1,2024-02-19 18:41:45,1.933333333333333,Sharp Change
Data Driven Upmu avg length_P1,2024-02-19 18:42:00,1.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-19 20:49:15,1.866666666666666,Sharp Change
Data Driven Upmu avg length_P1,2024-02-19 20:49:30,1.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 00:38:15,2.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 00:38:30,1.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 01:53:00,0.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 03:44:15,1.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 04:59:00,0.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 05:04:30,1.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 05:21:30,1.933333333333333,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 05:21:45,1.066666666666666,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 08:34:15,0.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 08:49:00,1.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 11:40:45,1.8,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 11:41:00,1.0,Sharp Change
Data Driven Upmu avg length_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Michel avg length_P1,2024-02-20 10:04:45,0.0,Sharp Change
Data Driven Michel avg length_P1,2024-02-20 11:03:15,10.0,Sharp Change
Data Driven Michel avg length_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Neutron-Antineutron rate_P1,2024-02-20 03:48:00,6.42667,Sharp Change
Data Driven Neutron-Antineutron rate_P1,2024-02-20 04:58:15,0.0,Sharp Change
Data Driven Neutron-Antineutron rate_P1,2024-02-20 05:03:45,8.26667,Sharp Change
Data Driven Neutron-Antineutron rate_P1,2024-02-20 08:33:30,0.0,Sharp Change
Data Driven Neutron-Antineutron rate_P1,2024-02-20 08:48:15,6.39574,Sharp Change
Data Driven Neutron-Antineutron rate_P1,2024-02-20 09:04:45,8.555074,Sharp Change
Data Driven Neutron-Antineutron rate_P1,2024-02-20 09:07:30,3.879439999999999,Sharp Change
Data Driven Neutron-Antineutron rate_P1,2024-02-20 09:24:30,3.758041999999999,Sharp Change
Data Driven Neutron-Antineutron rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Accelerator PPS Trigger rate_P1,2024-02-20 02:09:15,0.0,Sharp Change
Accelerator PPS Trigger rate_P1,2024-02-20 03:44:30,0.977364666666666,Sharp Change
Accelerator PPS Trigger rate_P1,2024-02-20 04:59:00,0.0,Sharp Change
Accelerator PPS Trigger rate_P1,2024-02-20 05:04:30,1.0,Sharp Change
Accelerator PPS Trigger rate_P1,2024-02-20 08:33:00,1.44,Sharp Change
Accelerator PPS Trigger rate_P1,2024-02-20 08:33:15,0.9998224,Sharp Change
Accelerator PPS Trigger rate_P1,2024-02-20 08:34:15,0.0,Sharp Change
Accelerator PPS Trigger rate_P1,2024-02-20 08:49:30,1.06667,Sharp Change
Accelerator PPS Trigger rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 01:51:15,25340.400000000005,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 01:51:30,0.0,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 03:42:45,30592.26,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 03:43:00,36084.96666666667,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 03:43:30,24649.17333333333,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 03:43:45,18547.26,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 03:44:00,11742.96,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 04:57:30,0.0,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 05:03:00,10222.3,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 08:31:00,9194.978,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 08:32:45,0.0,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 08:47:30,14689.8,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 09:04:45,17147.2,Sharp Change
Data Driven Horizontal Muon avg delay_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 01:51:00,22677.32,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 01:51:15,32207.4,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 01:51:30,0.0,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 03:42:30,29045.56,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 03:42:45,34306.333333333336,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 03:43:15,25071.74,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 03:43:30,19585.6,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 03:43:45,12938.740000000002,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 04:57:15,0.0,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 05:02:45,10445.6,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 08:32:30,0.0,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 08:47:15,14493.2,Sharp Change
Data Driven Energy avg decision_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 01:36:30,8698.58,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 06:19:30,16232.1,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 06:19:45,24939.3,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 06:20:00,0.0,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 08:11:15,28921.08,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 08:11:30,36576.7,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 08:12:00,24318.2,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 08:12:15,18242.04,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 08:12:30,11546.82,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 09:26:00,0.0,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 09:31:30,10915.9,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 11:51:30,14111.409333333331,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 11:57:45,13414.206666666669,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 11:58:15,9350.198,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 11:58:30,15340.134666666669,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 11:58:45,6952.332,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:01:15,13698.6,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:02:45,13838.933333333332,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:03:30,10169.7,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:03:45,15120.1,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:04:15,14066.9,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:04:30,8447.753333333334,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:05:30,8531.168,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:05:45,17908.07333333333,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:06:00,11977.98,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:06:30,21085.3,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:06:45,15658.619333333332,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:07:00,3503.7740000000003,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:07:30,15897.039555555555,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:08:45,9476.006666666666,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:10:00,12235.449333333332,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:15:00,3958.9506666666666,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:16:00,13979.206666666669,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:16:30,11508.0,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:19:00,0.0,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:21:15,7462.12,Sharp Change
Data Driven Sun avg decision_P1,2024-02-20 12:21:30,0.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 12:48:45,2.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 12:49:00,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 12:59:30,1.8,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 13:17:00,1.8,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 13:43:30,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 13:43:45,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 14:17:00,1.8,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 14:18:00,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 14:18:15,1.133333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 14:42:15,1.733333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 15:00:15,1.666666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 15:13:45,1.733333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 15:17:00,1.666666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 15:55:15,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 15:55:30,1.066666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 16:09:00,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 16:31:45,1.666666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 16:45:45,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 16:46:00,1.133333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 16:57:45,1.733333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 17:20:30,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 17:20:45,1.133333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 17:21:00,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 17:21:15,1.066666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 17:33:45,1.666666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 17:54:15,1.8,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 18:04:15,1.933333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 18:04:30,1.066666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 19:01:00,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 19:09:30,1.933333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 19:09:45,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 19:10:30,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 19:10:45,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 19:12:45,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 20:47:30,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 20:47:45,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 20:57:15,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 20:59:30,1.733333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 21:01:30,1.733333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 21:06:15,1.733333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 21:17:45,2.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 21:52:30,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 21:59:15,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 21:59:30,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 22:05:00,1.933333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 22:05:15,1.066666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 22:09:45,1.8,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 22:18:30,1.8,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 22:19:00,1.2,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 22:31:30,1.733333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 22:33:30,1.666666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 23:06:30,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 23:06:45,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 23:08:15,1.866666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 23:08:30,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 23:18:00,2.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-19 23:18:30,1.066666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 01:13:30,2.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 01:13:45,1.066666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 01:19:00,2.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 01:19:15,1.066666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 01:53:00,0.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 03:44:15,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 03:53:45,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 03:58:15,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 04:00:15,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 04:56:15,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 04:59:00,0.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 05:04:30,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 05:13:00,1.933333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 05:13:15,1.133333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 06:03:15,1.666666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 06:44:00,2.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 06:44:15,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 06:45:45,2.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 06:46:15,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 07:34:15,2.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 07:34:30,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 07:48:45,1.666666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 08:34:15,0.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 08:49:15,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 08:57:00,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 09:30:15,1.8,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 09:30:30,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 09:31:15,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 09:54:45,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 10:11:45,1.666666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 10:22:15,1.666666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 10:38:45,1.733333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 11:07:15,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 11:19:00,1.0,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 11:47:15,1.933333333333333,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 11:47:30,1.066666666666666,Sharp Change
Data Driven Fast Monopole avg length_P1,2024-02-20 12:25:15,0.0,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 01:18:30,0.0133298,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 01:30:15,0.014068775,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 01:34:15,0.01421806,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 02:08:30,0.0,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 03:44:00,0.019879333333333,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 03:44:15,0.033322199999999,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 03:44:30,0.026289096666666,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 04:58:30,0.0,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 05:04:00,0.016661099999999,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 07:52:15,0.0,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 07:55:00,0.016661099999999,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 08:33:15,0.0,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 08:49:00,0.0666223,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 08:49:15,0.022214833333333,Sharp Change
SNEWS Beat Fast rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
DAQ Status Block rate_P1,2024-02-20 02:08:45,0.0,Sharp Change
DAQ Status Block rate_P1,2024-02-20 03:44:00,0.999556,Sharp Change
DAQ Status Block rate_P1,2024-02-20 04:58:30,0.0,Sharp Change
DAQ Status Block rate_P1,2024-02-20 05:04:00,1.0,Sharp Change
DAQ Status Block rate_P1,2024-02-20 08:33:45,0.0,Sharp Change
DAQ Status Block rate_P1,2024-02-20 08:49:00,0.999334,Sharp Change
DAQ Status Block rate_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Supernova avg decision_P1,2024-02-20 12:25:00,57335.1,Sharp Change
Data Driven Supernova avg decision_P1,2024-02-20 12:25:15,0.0,Sharp Change
